Emotion,Score (bin),Testflag,Id,Tweet,Number of Records
anger,0.10,train,10846,@EagleGiles23 @tgilmore_92 what I miss?,1
anger,0.60,train,10195,@RealBD_ @ReyesAverie 47 unarmed blacks killed by white cops in 2015. That many die every month in Chicago wheres the,1
anger,0.25,train,10769,@sueblue35 @nsoz7 @immortalbulldog huh? We have a sprint coach? We're the slowest team in the comp. Talk about robbing a living.,1
anger,0.15,train,10841,"@thomeagle Just to help maintain and boost our status as a world class centre for education, culture and tolerance.",1
anger,0.60,train,10178,Can someone make me a priority list of which things I should be outraged at + in which order?  #racism #animalrights #abortion #cops,1
anger,0.40,train,10543,I don't get what point is made when reporting on Charlotte looting @CNNAshleigh. Why not explore what looting businesses symbolizes,1
anger,0.35,train,10713,Heading home to cut grass in the heat. All I wanna do is go out to eat somewhere air conditioned.  #AdultingIsTheWorst,1
anger,0.65,train,10138,..... wakes up and says 'have you tried changing her nappy?' 😡👊🏼 !!!!,1
anger,0.15,train,10842,"@savageimiike one of my favorite songs brother, real talk.",1
anger,0.25,train,10770,#firsttweetever sippin #hotchocolate wondering #why I finally gave in &lt;3 haha #hellloooootwitter - ...its because #facebookisforfamily,1
anger,0.55,train,10281,Have wee pop socks on and they KEEP FALLING OFF INSIDE MY SHOES,1
anger,0.35,train,10693,I can't even right now #bb18,1
anger,0.75,train,10029,I get so angry at people that don't know that you don't have a stop sign on Francis and you do at Foster #road,1
anger,0.40,train,10634,I have a rage rage ep 2 coming out soon I'll keep you posted on it #YouTube #youtubegaming,1
anger,0.45,train,10425,I just love it when people make plans for me without actually including me in this process,1
anger,0.80,train,10019,I'm about to block everyone everywhere posting about the storm. I think everyone is aware of the damn rain and what not so quit. #damn,1
anger,0.25,train,10778,Need a new outlet for,1
anger,0.75,train,10063,OOOOOOOOH MY GOD UUUUGGGGHHHHHHHHH,1
anger,0.15,train,10799,Prayers &amp; Protection to our brothers and sisters fighting in #Charlotte  #against #machines,1
anger,0.75,train,10121,"SOMEONE LET SNAKES IN MY HOUSE, I BET IT @Ya_Boi_Huck I KILL THAT BUGGER WHEN I GET MY HANDS ON HIM  #HuckFP2",1
anger,0.70,train,10087,"Tasers immobilize, if you taser someone why the fuck do you need to shoot them one second later?! This is really sick!  #wtf #murder",1
anger,0.60,train,10210,Ever put your fist through your laptops screen? If so its time for a new one lmao   #hp,1
anger,0.65,train,10133,@ChurdAllan fucked my coupon that goal!,1
anger,0.40,train,10538,Can't believe I've only got 2 days off left 🙄 #backtoreality,1
anger,0.35,train,10715,When you forget to mention you were bought dreamboys tickets 🙄😂,1
anger,0.60,train,10190,When you've still got a whole season of Wentworth to watch and a stupid cunt in work ruins it for us 😭😭 @__KirstyGA  #oldcunt,1
anger,0.70,train,10044,"Why does @dapperlaughs have to come to Glasgow on a night I am working. I am fucking gutted, been waiting for an appearance for ages",1
anger,0.10,train,10854,Follow up. Follow through. Be . #success,1
anger,0.35,train,10631,"Grateful for all the hungry people in my life! Hungry to learn, change, grow, help, etc - not sure anybody has it better!",1
anger,0.20,train,10823,I need to stop second guess myself and just go with the first thought and go with it.,1
anger,0.25,train,10808,Sometimes the best motivations come from 'proving them wrong' #energy  #MotivationalQuotes,1
anger,0.35,train,10614,What terrible thing to see and have no vision-\n\nHelen Keller-\n\n-Begin with the end in mind-\n\nStephen Covey-\n\n #whereareugoing,1
anger,0.35,train,10620,You can't fight the elephants until you have wrestled the pigs. #quoteoftheday,1
anger,0.35,train,10674,@evanareteos :)) im now writing abt the changing face of sex industry in tr :))) now men will talk to me then!,1
anger,0.75,train,10094,"@leesyatt you are a cruel, cruel man. #therewillbeblood",1
anger,0.20,train,10818,@WWE is the live event Brock vs Orton 2 this Saturday on the WWE Network? If not it needs to be! :) #wwe @RandyOrton @HeymanHustle,1
anger,0.40,train,10526,Chris ate all my mac n cheese so imma eat all his taffy,1
anger,0.20,train,10821,GAMEDAY VS BUFORD TODAY AT 5:30 AT HOME!!!!!!!!! NEVER BEEN SO EXCITED,1
anger,0.70,train,10109,I swear if @devincameron23 blocks me I'm going to hit her back,1
anger,0.10,train,10843,one month til someone's bday and i think it's time to flaunt that I got them something pretty awesome,1
anger,0.20,train,10814,So Rangers v Celtic ll,1
anger,0.25,train,10809,Tonight's #DragRace #AllStars2 episode GAVE ME LIFE! Yaassss queens! #teamalaska #teamkatya  #bwahaha,1
anger,0.30,train,10741,when you find out the initiative isn't even a thing 😧,1
anger,0.40,train,10594,#welfarereform should not be a 'model' for .,1
anger,0.15,train,10826,Drop Snapchat names #bored  #swap #pics,1
anger,0.15,train,10827,Follow me on Snapchat 👻 Carlabtst15 #snapchat,1
anger,0.35,train,10651,"If my luck the rest of Fall goes anything like today, I think I'm going to like this season. #bestdayever #magic #work",1
anger,0.15,train,10833,Kik me I want to swap pics I will post on my account anonymously if you wish Kik: vsvplou #Kik #kikme  #nudes #tits #snapchat,1
anger,0.25,train,10783,"It takes a man to suffer ignorance and smile. Be yourself, no matter what they say.",1
anger,0.05,train,10856,Love the new song I can't stop thinking about you by .,1
anger,0.60,train,10199,@canada4trumpnow @donlemon he has BAD TEMPERAMENT  #HissyFits,1
anger,0.25,train,10779,I need a 🍱sushi date🍙 @AnzalduaG 🍝an olive guarded date🧀 @lexiereid369 and a 👊🏼Rockys date🍕,1
anger,0.45,train,10299,@johnaugust @clmazin I was so looking forward to @ABCDesignated. Then it opened with a #stuartspecial. I literally yelled at my tv.,1
fear,0.15,train,21088,^^^^^\n//Don't worry if your character is already taken. The RP I'm looking for is a non couple forming RP. Just a fun loving haunting.//\n^^^,1
fear,0.40,train,20734,... in the same speech.  However he did mention foreign hand and funding in terrorism in the country. 👍\n#ProudOfYouPrimeMinister,1
fear,0.20,train,21074,".@REDBLACKS’ Chris Williams: 5 yards shy of joining 1,000-yard club. Bowman (1,279), Walker (1,168) &amp; Roosevelt (1,095) already there. #CFL",1
fear,0.55,train,20395,.\nWe express our deep concern about the suspension of   \n@MohammedSomaa01  please reactivate it. he never violated T.roles @Support,1
fear,0.25,train,20976,"“ Less sugar, more fruit.\n Less soda, more water.\n Less worry, more sleep.\n LESS WORDS, MORE ACTION.”",1
fear,0.40,train,20704,“ My courage always rises at every attempt to intimidate me.”\n-Elizabeth Bennett (Pride and Prejudice)\n#Quotes #Courage #FaceYourFears,1
fear,0.60,train,20323,“The #greatest fear #dogs know is the #fear that you will not come back when you go out the #door #without them.”   \n  ―#Stanley #Coren,1
fear,0.25,train,21030,"@___margs @juliana_f_reyes Hey Michael! Thanks for following up, yeah I think you'd be a terrific contrib. Looping in assoc ed Juliana",1
fear,0.45,train,20569,"@_jamiebraidwood haha, horrific is all that needs to be said. Glad I'm away to Spain on Sat so missing game 🍹🍕🍺☉☉",1
fear,0.35,train,20868,"@_stardust_3 unless your concern is people figuring out who you are for wtvr reason, I don't see why you shouldn't tweet about other things",1
fear,0.25,train,20953,@97_aleix having a terrific game and not at all fazed #MCFC,1
fear,0.30,train,20882,@aIakazamjackass been better. It's really stupid don't worry,1
fear,0.55,train,20396,@ajjaffe @MattMurph24 @nickspencer I was under the impression that stop and frisk was a concern to many in NYC. Didn't deBlasio rein it in?,1
fear,0.50,train,20448,"@AlamRahman today which can impact the signal, I'm afraid :-( Our engineers are working to have this resolved by this evening and you'll",1
fear,0.25,train,20951,@AlanAlanconway Same it's good but not great.Don't Breathe is the horror film of the month for me. My Fav horror film of the year (so far),1
fear,0.75,train,20131,@AldiToHarrods I'm still too nervous to try it. I need to man up and give it ago.,1
fear,0.35,train,20858,@alicemazzy he was more partisan on social issues a few years back; now he just concern trolls the center left as Chait does the far left,1
fear,0.55,train,20393,@Aliki111 Haters!!! You are low in self worth. Self righteous in your delusions. You cower at the thought of change. Change is inevitable.,1
fear,0.75,train,20105,@alivitali that's what I'm afraid of!,1
fear,0.70,train,20159,"@AllyTheRipper @ProoF @SpaitoGaming every horror movie that frightened me as a child i.e. 'IT', Halloween movies all of them, nightmare on..",1
fear,0.45,train,20639,@andrewspoooner wouldn't cross the street to piss on its server if it was on dire,1
fear,0.65,train,20207,"@ANI_news #Pakistan should stop cross border #terrorism if they really need solution for #KashmirIssue. @narendramodi sir, #India should act",1
fear,0.05,train,21145,@annalisewrobel_ awe thank you so much love 💕,1
fear,0.50,train,20513,"@AnneMarieIAm Heard #alarm 1. time in Germany today #youFM, TG finally .. and far far too late. Germany always late w UK artists!!😡😠",1
fear,0.40,train,20660,"@aroseblush Hello !\nThe bigger the bully, the more crocodile tears. Bullies always act like offended victims.",1
fear,0.60,train,20278,@ashish_geol @getPakistanTV @HamidMirGEO .. Have you give thought to Khalistaan? \nNo concern of you Baluchistan !! Kashmir is an Issue.,1
fear,0.25,train,20966,"@astockeyWTAE @SonniAbatta she is terrific at her job, where is she headed-- I missed that?",1
fear,0.55,train,20367,@BaileyDemented @hsmitty3 ill kill u if u bully her 😤😤😤,1
fear,0.70,train,20172,"@BBCNews 😝 scared of their own horror story they wrote, afraid of the #terror they spread, will #europe start WW3 in 2017 anniversary of WW1",1
fear,0.25,train,20948,@BBCTomEnglish @TimesSport And the dreadful Franglaise.,1
fear,0.35,train,20856,@BBHOH #terrible Paul so deserved that win!!! #bbfail,1
fear,0.30,train,20934,@BBHOH #terrible Paul so deserved that win!!! #movie #ChildrenOfMen.\n\n#cages  #refugees,1
fear,0.45,train,20638,@BBs_Coffee somebody needs tell staff at Reading cappuccino is supposed to have a thick layer of foam and coffee should be hot #awful again,1
fear,0.45,train,20611,@bdp514am We are a tired and restless community. We are human and tired of asking for change only to be ignored.,1
fear,0.10,train,21120,@BelieveInBlue18 awe thanks! Couldn't be doing it without all your help and support and that amazing encouragement!💕😘🙌🏻,1
fear,0.35,train,20771,"@Berbaqueue @_indubioproreo shocking work ethic by our players, Rooney stifled by their laziness",1
fear,0.15,train,21083,@BigDaddyx47 awe I'm sorry! I have 2 dogs 3 cats &amp; a snake,1
fear,0.35,train,20764,@BigLepley @angela31694996 @TheIndigoArrow Want to start a biker gang together when the GTA Online Biker DLC comes out?,1
fear,0.40,train,20674,@BlairWitchMovie love new movie\n #BlairWitch #blairwitchproject  #HorrorMovies,1
fear,0.35,train,20819,@BlairWitchMovie love new movie\n#BlairWitch #blairwitchproject #horror #HorrorMovies,1
fear,0.45,train,20572,@BlizzHeroes I feel horrible dealing with 'players' in HotS. News on what you're doing about it? Getting stuck with uncooperative people!,1
fear,0.60,train,20332,@bobcesca_go @sesmithesq \nDidn't Florida 2000 teach you anything? I live here in Palm Beach County and lived through that nightmare.,1
fear,0.35,train,20759,@BossUpJaee but your pussy was weak from what I heard so stfu up to me bitch . You got to threaten him that your pregnant .,1
fear,0.10,train,21135,@bothsocial Thanks for the follow! Hope you’re having a terrific day!,1
fear,0.45,train,20595,@BoudicaRides @realkingrobbo Isn't that exactly what they should do? What took so long? He is more #afraid of #ClintonMafia than #Congress,1
fear,0.45,train,20632,@BrandedByCas I was like that when I started college. It was horrific but it probably will get better. Don't give up yet,1
fear,0.55,train,20348,@BraveHermione_ + and gives it to hear] 'Please.. I can tell you anything if you want to listen. maybe you're dont afraid anymore of me +,1
fear,0.50,train,20491,@BritishBakeOff Val's 'soggy bottom' face will haunt me. Stay strong V-dog!,1
fear,0.50,train,20451,"@BrumSciComm in a danish.  What horror, what depths. #gbbo",1
fear,0.45,train,20621,"@bryony_gordon Sat waiting for bus today enveloped in a strawberry scented damp and revolting cloud of vape. I moved away, disgusting, urghh",1
fear,0.50,train,20523,@Budget  car rental you have made realize why I always use @nationalcares!!!!  What a !! #disgusted,1
fear,0.70,train,20144,@Budget  car rental you have made realize why I always use @nationalcares!!!!  What a #nightmare!!  #disgusted,1
fear,0.45,train,20584,"@bumbleb33tuna door and cleared his throat, trying to dispel any nervousness he had left.",1
fear,0.45,train,20630,@caeruleusV @Atheist_Penguin @misogynaut I threaten you because I can pussy,1
fear,0.80,train,20080,@camilluddington the fact that YOURE nervous makes me want to crawl in a hole,1
fear,0.10,train,21115,@casillasbreanna awe thanks girl 😊😊,1
fear,0.35,train,20855,"@CestLouLeLoup okay, not dead, but if I were, I'd come back to lovingly haunt your sweet asses",1
fear,0.50,train,20468,@ChowdharyMahima Appreciate ur 'half truth.' Don't let ur good judgement swayed in the realm of propaganda. State doesn't sponsor terrorism.,1
fear,0.50,train,20504,@ChrisChristie You have no Police credentials-You were a litigator. Nothing more-No Experience. #Sad #TrumpPuppet #Felon  #jersey4sale,1
fear,0.45,train,20583,@ChrisChristie You have no Police credentials-You were a litigator. Nothing more-No Experience.#Sad #TrumpPuppet #Felon #bully #jersey4sale,1
fear,0.40,train,20733,@ChrisWarcraft The concept that a gay magazine feels like it has to cover terrible people -because they’re gay voices- seems all upside down,1
fear,0.40,train,20720,@Cinestrong something a cyber bully would say,1
fear,0.35,train,20816,@clairepilkingt2 oh god no that's awful mine don't last that long thank god. Thank you\n Xx,1
fear,0.50,train,20483,"@CNN Wait, didn't she get a case of the ass when Donald Trump called it terrorism BEFORE all the facts were in?  I guess it's ok if she does",1
fear,0.65,train,20187,@coopah Worst than going to the morgue to do a positive ID. #horrible Reuters,1
fear,0.35,train,20790,@Cory_Bonini AP didn't have a productive week 1 or 1st half against GB and Kalil is horrible! @Vikings D is its strongest asset currently.,1
fear,0.20,train,21075,@Coyblake6 @ChloeCramphorn hahahaa you know coy!,1
fear,0.25,train,20982,"@cstonehoops Gonzaga not listed in the article but at 65/1 they have tremendous value, they are top10 team for sure, got everything you want",1
fear,0.25,train,20987,@CSTrey4 thanks brotein shake 😈😈😈,1
fear,0.35,train,20863,"@CursedRoyal I chuckle and shake my head, 'No that didn't bug me too much. I was still going to ask you but there's a lot you still don't--",1
fear,0.20,train,21040,@DailyJoshleen KA- like the start of cake and then Like saying C - if that makes sense 😭😂,1
fear,0.35,train,20798,@danielleelowell awe man I'm mad I'm sitting here already cutting tulle and ribbon already 😂,1
fear,0.60,train,20269,@DaniQays @AJENews ohh.. so here comes sense from terror supporting stone pelting vandalizing ppl who gather b4 protests to announce ...,1
fear,0.85,train,20042,@danisnotonfire you made me cry and shake to the point where my parents had to calm me down and give me calming tablets...,1
fear,0.25,train,20992,"@darwinwatersons @pennyfitzger31 @gumballwatter15 ok but why tomorrow a horrible day, my day was great!",1
fear,0.60,train,20321,@datboyJuniorE lool soon as man start loosing weight.  Its panic,1
fear,0.45,train,20620,"@David_Stepp Any other election, fine vote 3rd party as useless as it is but not this one. I hesitate to say it'd be selfish but...",1
fear,0.50,train,20485,@davidhiggerson Can understand fear factor but why support a company that wants to reduce your own to status of a needy satellite..,1
fear,0.35,train,20746,"@davidpreece12 @FitbaHacks Great defender, terrible positioning. Didn't know where he should be without Russel shouting at him for 90 mins",1
fear,0.15,train,21090,@DemPhillyEagles @StonedPhillyFan @CraigfromCincy don't ever compare those scrubs to ben..he'll shake off your whole DL and throw a td #7,1
fear,0.40,train,20673,@deodevine6 i can't bully you and niall impossible😙,1
fear,0.65,train,20247,@dfkm1970 @tomddumba the struggle is real. Whoa! I worry for the younger generation 💔,1
fear,0.45,train,20629,"@DiscordianKitty He has charisma? I guess, if you like people who looked coked out and speak as if they're a school bully?",1
fear,0.25,train,21009,@DreKnott You've got tremendous range.,1
fear,0.45,train,20581,@drunkejt almost all of my mutuals intimidated me at some point or still do,1
fear,0.75,train,20117,@DSWT I despair at this madness! It's beyond #shocking it's cold blooded murder!  How long will #SouthAfrica stand by &amp;watch #WorldRhinoDay,1
fear,0.15,train,21096,"@eclecticbrotha Thanks, big bro. It's shake and bake and you helped.",1
fear,0.35,train,20820,@EE your a joke I pay for data when I'm in Spain and you then text and say I've used up all my data #terrible service,1
fear,0.70,train,20156,"@ExaltedCaptain reality in the form of endless tragedies. She didn't know how to react at first, being too frightened to repeat another--",1
fear,0.75,train,20115,@excalibater I'm very shy irl and lately I feel like everyone's doing their own thing and I don't fit in anywhere and I feel lonely :(,1
fear,0.30,train,20922,"@falklands_utd @mauriciomacri \nbecause distrust in life , Argentina has a lot of heart and this President is worth every vote.",1
fear,0.50,train,20505,@FJHobson @Beaker126 @Biastai how would you suggest we profile to stop right wing terror,1
fear,0.15,train,21095,"@frecklybellamy the walking dead, mr robot, american horror story, merlin",1
fear,0.45,train,20606,@GaryLineker yet you and all the other English pundits are afraid to criticise him,1
fear,0.80,train,20086,"@gdimelow @TheDailyShow @NivenJ1 @jordanklepper These interviews scare the crap out of me. I never imagined so many dumb, dumb Americans.",1
fear,0.65,train,20222,@GeneralBakshi Only Indian seems to be afraid of War is @sardesairajdeep n like India is for WAR! WAR! WAR! we cry war. #PakistanMustPay,1
fear,0.40,train,20711,"@GlobeChadFinn Sadly, not enough names.  The whole farewell tour situation would make me shy away from good value b et.",1
fear,0.50,train,20445,@GMModular @goldmedalindia  horrible experience with a company like this #goldmedal #horrible sales person #wrong commitments#wrongproduct,1
fear,0.50,train,20528,"@goofoffartiste Ah, the Grand Old Paradox that is fearing the encroachment of the state but loving unconditionally its paid enforcers",1
fear,0.35,train,20748,@Gotham3 ~ Crushes are for kids! Just like trix. \rHow bout some full blown up Love that makes you quiver deep down into your core? Y E S *=*,1
fear,0.55,train,20352,@gowoonist i got that but you were alarming,1
fear,0.50,train,20511,@Greener105th so you are astounded that I respect blacks to vote like any other human? u talk so down towards them. What bigotry on display!,1
fear,0.30,train,20932,@GreensACT @ShaneRattenbury @carolinelec what about #publictransport to &amp; from #CanberraAirport. Most cities have. Mr Barr very #coy on.,1
fear,0.35,train,20862,"@GroundSwellCLE @ClevelandCNBC @KingJames @mavcarter @SpringHillEnt @boughb #revitalize #ClevelandHustles #daunting task, #hustle",1
fear,0.60,train,20296,@GuardianAus @Paul_Karp Maybe 49% support no #Muslim immigration cos they perceive the risk of #Islamist ideology &amp; #terrorism as too high?,1
fear,0.40,train,20692,"@GucciShade @KellyannePolls @ABC So?  Who cares?  Who cares about tax forms, too.  I believe terrorism and jobs are what is important.",1
fear,0.50,train,20459,@HillaryClinton @realDonaldTrump @BonfireLana #bully #Bullshit #fullofshit please take out the #garbage,1
fear,0.55,train,20419,@HillaryClinton #Hypocritical considering the #MiLLiONS of dollars you and @billclinton took from #horrible people and spent on yourselves.,1
fear,0.40,train,20715,@hm_custserv #awful service at your Camden store yesterday. Assistants thought it more important to put clothes on hangers than serve.,1
fear,0.25,train,21013,@HoustonTexans just trying to go home tonight? A run on 2nd and 20 and a run on 3rd and 20? That's what champs do... #sike #losers,1
fear,0.60,train,20336,@hoystweet Are the pre-purchased tickets being sent soon? Coming to the Saturday evening show... tickets are a no show! #panic #hoys 🐴🦄,1
fear,0.25,train,20947,"@humeraslam @MehrTarar @sherryrehman , yes, already he spoke so many lies with timid body language. Baluchistan could have been his own trap",1
fear,0.35,train,20768,@ImJim_YoureNot  cyber bully,1
fear,0.50,train,20467,@IPES_44 Mourinho is horrid,1
fear,0.35,train,20781,@isthismike_p that nigga is horrible bro,1
fear,0.70,train,20160,"@JackAndAHat butter up the walls, nightmare",1
fear,0.55,train,20409,"@jade0208 unfortunately the diet is still on, so they will have to wait till Friday I'm afraid.",1
fear,0.30,train,20880,@Jchawes What is your favorite #horror movie? #ghosthunters,1
fear,0.40,train,20669,"@JedRivett @CharlesCassidy_  Jus see if you ever do anything you pussy , u don't scare me look who u chill with 😂😂😂",1
fear,0.60,train,20298,"@JennyPGR I worry about typos in any email to Simon, draft attached or not...",1
fear,0.25,train,20997,@jessespector @nasboat old rich white religious guy supports republicans. Not shocking at all.,1
fear,0.55,train,20357,@jjskeffington @foodbelfast I dread to think!,1
fear,0.60,train,20322,@jndtech horrible.,1
fear,0.35,train,20779,"@jody_paterson So I worry about emphasis on 'keeping family together' as a guiding principle, due to my own experiences",1
fear,0.20,train,21079,@JoeFahezy I could of told you that one lmfao 😂 Then old niggas get wasted and start fucking around,1
fear,0.45,train,20628,@JonnyDunn93 and Gerrard was awful then,1
fear,0.45,train,20637,@JTregManc it's fair to say he's been a bit timid compared to what I've been known to see from him,1
fear,0.30,train,20923,"@Just_Alasia I agree. Btw, have u seen Ep22, Granger, O?  That was the episode when I knew Anna was coming back, the conversation at start.",1
fear,0.55,train,20415,@KarenL109 replace the carpet!! #shocking !!!!,1
fear,0.30,train,20920,@KateyKeegan now I'm really excited for November! Hope they're not all horrid chavs though 😅,1
fear,0.40,train,20708,@katiewhiskey_ @bradnarok candy corn is the greatest candy in the world when it comes to being objectively terrible,1
fear,0.65,train,20200,@katlute which one....the one where u threaten violence? Or the phedophiliac u support?  Or the constitution violations he proposes?,1
fear,0.70,train,20171,@KennyCoble @Rosie these horrific situations will only get worse if trump is elected. vote Hillary.,1
fear,0.25,train,21006,"@keprdad  BTW, George W Bush left office in ,09. We have had terrific leadership under Barack Obama. Keep America Great.",1
fear,0.45,train,20613,@kevinrouth Now that's what I call a gameface! #gameface  #intimidate,1
fear,0.55,train,20384,"@komaebun He just has that way of thinking, he wants absolute hope born from absolute despair.",1
fear,0.45,train,20574,@ksmitely @CitizenMeh I feel strongly that we need to work together to right this dreadful wrong.,1
fear,0.60,train,20273,"@latenightdaryun pfft, as if anyone undergoing the constant ongoing horror of sapient consciousness has any trust in themself anyway",1
fear,0.90,train,20007,@laura221b I don't think I've ever moved so fast in a panic in all my life 😂 Gave me such a fright 😓,1
fear,0.55,train,20346,@LBC - I can't read this article but headline indicates a horror story. Lock sick chavs up and throw away the key.,1
fear,0.40,train,20677,@leeuwlion 'The furries are restless tonight'.,1
fear,0.30,train,20935,@LFC What an awful team,1
fear,0.40,train,20729,@Lillie_Billy don't worry me and my mans @JJB1Owens gave him a piece of our mind,1
fear,0.55,train,20420,@LonelyGoomba UK cops have an issue fearing intervention. Hence situations like Rotherham. So of course it'll be dwarfed by US cops.,1
fear,0.60,train,20292,@Lrihendry I'm not sure we like this comparison.  USA should emulate #Israel's methods of protecting civilians against #terror attacks,1
fear,0.35,train,20857,"@ltsukis im love you, even if you bully me sadly",1
fear,0.20,train,21052,@mackenzian yes! That was my one qualm. These are deeply theological issues we're engaging theologically.,1
fear,0.25,train,20993,@madihayousufzai Please DM your concern,1
fear,0.35,train,20751,"@ManUnitedWriter He has had a dreadful first half, not to mention rashford would've got on the end of a couple of those through balls #pace",1
fear,0.30,train,20877,@ManUtd it was a terrible Freekick...,1
fear,0.10,train,21124,@Marissa_Frost @NevAmore_MFC awe I love you twooo!!! come adventure with me someday!,1
fear,0.65,train,20218,@MaryamNSharif I think just becz u have so much terror in pak nd urself being  a leader u forgot d difference btw a leader nd terrorist !,1
fear,0.45,train,20648,@mas_critical The irony is that those protesting about this kind of stuff are the Orwellian nightmare they think they’re fighting against.,1
fear,0.55,train,20436,"@MasterTomTheDom  I hate winter, I dread it's arrival.",1
fear,0.50,train,20472,"@Mc_Cabe_Conor This is it. The complete illiteracy around the role, nature and extent of British agents is shocking.",1
fear,0.40,train,20725,"@mdthib This is so lovely! Or I am frightened, not sure which! But, wow!",1
fear,0.65,train,20237,"@MEAIndia: Virtually every statement by other countries at #UN has referred to #terror as main threat to peace, #Pak still in denial.",1
fear,0.60,train,20265,"@Megannn_walsh12 @itsshelleeey never said that,Just not fair how Yous think it's completely okay to bully someone",1
fear,0.70,train,20168,@megynkelly We should be ignoring these rioters like the current administration ignores #terrorism. This will obviously make it stop.,1
fear,0.05,train,21143,@Melanie_Pierce @HunterHayes awe ain't he a sweetheart? He's adorable! 😊😍❤️,1
fear,0.35,train,20758,"@Meruna_  as a musician, I can tell you that more people get discouraged when learning because of shitty instruments than anything else.",1
fear,0.90,train,20005,@mgcsartwork I nearly started crying and having a full on panic attack after tatinof bc of the crowds so I feel him,1
fear,0.60,train,20283,"@Miami4Trump Yeah, but bad part is the #terrorism #terror Muslims won't be the ones leaving #ObamaLegacy #nationalsecurity #disaster #Obama",1
fear,0.30,train,20892,@MichaelSalfino It still destroys Fear The Walking Dead. That show is horrible,1
fear,0.40,train,20682,@MidgetTamer @RAIDERS @52Mack_ Make him be a bully. Sit him in a room by himself and let him look at Debo all day.,1
fear,0.60,train,20277,@mikebairdMP @AndrewConstance @nswtaxi how many sex cases u need before u guys learn UBER is shocking to the consumer unregulated,1
fear,0.60,train,20301,@MikeGrunwald Anything is better than a Trump ramble. He is awful. Truly truly awful.,1
fear,0.40,train,20731,@MiSSLiNDZO no. 😭 the last two we were out-bidded. So we got kinda discouraged so now we are taking our sweet time. The market is stupid tho,1
fear,0.65,train,20197,@missmeliss465 @WellWeds @siggyflicker @whispernghope @mcrichard awe I feel so bad being naive ou is the worst,1
fear,0.30,train,20878,@moore_oliver it's funny how they can be in such a hurry but have plenty of time to stop and threaten people,1
fear,0.50,train,20455,@Morning_Joe @JoeNBC @mikebarnicle Trump says the refugee situation 'is not just about terrorism it's about quality of life.' Take note.,1
fear,0.30,train,20900,@mr_HAAAAN wow inadvertently horrible puns is definitely my thing,1
fear,0.65,train,20230,@MrMalky @kwr66 How awful! Switched off!,1
fear,0.60,train,20325,"@Ms_Asia_Pacific @jgsuing @PilosopoTanya @HuffingtonPost @HuffPostPol as a fellow UP grad, i shiver at the shallowness of his arguments",1
fear,0.35,train,20760,@MS_Hiddle_Batch no the flavour of Danish is far better but Danish pastry can be daunting to make!,1
fear,0.55,train,20426,@myaeggs I can't get a better look at her bc I'm too shy to make eye contact ;-;,1
fear,0.55,train,20378,@NaziaMemon01 yeah a terror packed terror supported speech..,1
fear,0.25,train,20943,@Netflix_ME penny dreadful season 3?,1
fear,0.55,train,20431,"@NeyaphemMaster @_James_Kellar_ @RavenMetamorph @MagnetoBroHood @jedi_paige Thomas' nervousness at being the group's focus is evident, 'I&gt;",1
fear,0.75,train,20128,"@nigglydz lydiaaaa, we were the only ones that were supposed to know that you make me nervous 😶",1
fear,0.60,train,20299,@NinjaWorrier @ali_zimmer @m_pattison How long ago was that? (I shudder to think.),1
fear,0.55,train,20369,@NRA @HillaryClinton  She never said anything about taking away guns but I would now bc of your stupid scare tactics for gun sales.Sickening,1
fear,0.25,train,20999,@ntfc watched the cobblers loads this season how is gorre a pro footballler terrible,1
fear,0.35,train,20774,@Nxrthstxr I think it's the daunting fact of the typical offer being those grades. Even though it's been proven not to be the case exactly,1
fear,0.50,train,20517,"@obyezeks \nWe can't forget d past.But while we apprehend and punish d culprits of the past,are we going to allow d present to slip away?",1
fear,0.25,train,21003,"@OnyxFlare25 She chuckles, shaking her head. 'No...I just have a really vivid imagination, I guess. It happens when you meet someone&gt;",1
fear,0.25,train,21034,@Oooooo_Donna @sturgishigh @politicususa   @CNN took its first baby  step now let's hope they will start running,1
fear,0.55,train,20404,"@Orrible_Ives I didn't say anything bad about the situation great mate, can't believe some were. Makes me despair of humanity",1
fear,0.80,train,20074,@OutdoorLoverz is this a bridge if I have to drive on such I will stop breathing Yooo I can't I'm to afraid,1
fear,0.45,train,20652,@PatBlanchfield so you mean “like Uber but for despair for someone other than the driver',1
fear,0.55,train,20379,@peacexxanna your nightmare,1
fear,0.15,train,21094,@pixietangerine @hatersbackoff im so exited!! I am shaking so much 😍😍 and im so pround of Colleen and the fandom! Everyone is amazing 😍,1
fear,0.60,train,20252,"@politico If they say the words radical Islamic terrorist, will that somehow make the terror groups drop their weapons?",1
fear,0.75,train,20133,@prw190 #zionist = #terror \nImagine this kid was a #Palestinian or #Muslim\nZionists stealing #innocence of childhood from #Jewish #children,1
fear,0.45,train,20647,@quiettcricket can you maybe break it down into smaller bits? or space it out so it doesnt seem to daunting?,1
fear,0.50,train,20462,@realDonaldTrump She blamed Benghazi on a YouTube video. She blamed emails on #ColinPowell. Now she blames #terrorism on you. #weakHillary,1
fear,0.50,train,20460,"@Relaqss I know she did horrible shit, but it wouldn't make anything better in the end, but your choice",1
fear,0.60,train,20259,@RJAH_NHS @ChrisHudson76 @mbrandreth #course day # potential Leadership #excited #nervous # proud,1
